,Case,Activity,Timestamp,Resource,label
46942,4257,Bring food,2024-11-25 22:39:20.133,Cook helper-000002,
46943,4257,Deliver to customer,2024-11-25 22:39:54.510,Waiter-000004,
2787,4258,Take order,2024-11-07 18:30:00.000,Waiter-000001,
2788,4258,Review order,2024-11-07 18:33:50.801,Waiter-000005,
2789,4258,prepare drinks,2024-11-07 18:35:00.204,Barman-000003,
2790,4258,Bring drinks,2024-11-07 18:42:43.616,Barman-000002,
2791,4258,Review drinks,2024-11-07 18:45:03.775,Waiter-000003,
2792,4258,prepare drinks,2024-11-07 18:46:46.055,Barman-000002,
2793,4258,Bring drinks,2024-11-07 18:48:01.274,Barman-000002,
2794,4258,Review drinks,2024-11-07 18:54:23.150,Waiter-000004,
2795,4258,prepare drinks,2024-11-07 18:55:17.125,Barman-000001,
2796,4258,Bring drinks,2024-11-07 18:56:51.848,Barman-000003,
2797,4258,Review drinks,2024-11-07 19:01:17.566,Waiter-000003,
2798,4258,Prepare main course,2024-11-15 21:22:16.252,Cook-000002,
2799,4258,Signal food complete,2024-11-25 22:39:20.133,Cook-000003,
2800,4258,Bring food,2024-11-25 22:43:44.055,Cook helper-000001,
2801,4258,Deliver to customer,2024-11-25 22:48:13.783,Waiter-000001,
26472,4259,Take order,2024-11-07 18:45:00.000,Waiter-000004,
26473,4259,Review order,2024-11-07 18:45:05.598,Waiter-000002,
26474,4259,Prepare starter,2024-11-07 18:46:29.482,Cook helper-000001,
26475,4259,prepare drinks,2024-11-07 18:46:34.482,Barman-000003,
26476,4259,Drink handling,2024-11-07 18:47:53.600,Barman-000003,HOMONYMOUS(Bring drinks)
26477,4259,Review drinks,2024-11-07 18:51:11.168,Waiter-000005,
26478,4259,Signal food complete,2024-11-15 21:53:31.568,Cook-000003,
26479,4259,Bring food,2024-11-15 22:00:57.718,Cook helper-000002,
26480,4259,Food delivery,2024-11-15 22:05:54.641,Waiter-000004,HOMONYMOUS(Deliver to customer)
46294,4260,Take order,2024-11-07 19:00:00.000,Waiter-000002,
46295,4260,Review order,2024-11-07 19:01:33.360,Waiter-000005,
46296,4260,prepare drinks,2024-11-07 19:03:55.494,Barman-000002,
46297,4260,Bring drinks,2024-11-07 19:07:47.623,Barman-000001,
46298,4260,Review drinks,2024-11-07 19:15:27.193,Waiter-000004,
46299,4260,Prepare main course,2024-11-15 21:46:48.599,Cook-000002,
46300,4260,Signal food complete,2024-11-25 22:59:19.114,Cook-000003,
46301,4260,Bring food,2024-11-25 23:04:14.896,Cook helper-000002,
46302,4260,Deliver to customer,2024-11-25 23:11:47.809,Waiter-000005,
2204,4261,Take order,2024-11-07 19:15:00.000,Waiter-000001,
2205,4261,Review order,2024-11-07 19:16:35.975,Waiter-000003,
2206,4261,prepare drinks,2024-11-07 19:16:46.175,Barman-000003,
2207,4261,Bring drinks,2024-11-07 19:29:14.263,Barman-000002,
2208,4261,Review drinks,2024-11-07 19:30:39.174,Waiter-000001,
2209,4261,prepare drinks,2024-11-07 19:31:09.172,Barman-000001,
2210,4261,Bring drinks,2024-11-07 19:38:23.238,Barman-000003,
2211,4261,Review drinks,2024-11-07 19:46:42.585,Waiter-000004,
2212,4261,Prepare main course,2024-11-15 22:18:29.669,Cook-000002,
2213,4261,Signal food complete,2024-11-25 23:04:16.477,Cook-000002,
2214,4261,Bring food,2024-11-25 23:50:31.420,Cook helper-000003,
2215,4261,Deliver to customer,2024-11-25 23:52:23.495,Waiter-000003,
11650,4262,Take order,2024-11-07 19:30:00.000,Waiter-000002,
11651,4262,Review order,2024-11-07 19:31:52.470,Waiter-000003,
11652,4262,Prepare starter,2024-11-07 19:31:53.974,Cook helper-000001,
11653,4262,prepare drinks,2024-11-07 19:31:58.974,Barman-000003,
11654,4262,Bring drinks,2024-11-07 19:33:08.532,Barman-000002,
11655,4262,Review drinks,2024-11-07 19:36:15.139,Waiter-000004,
11656,4262,Prepare main course,2024-11-15 22:59:41.822,Cook-000002,
11657,4262,Signal food complete,2024-11-25 23:33:39.459,Cook-000001,
11658,4262,Bring food,2024-11-26 00:08:52.482,Cook helper-000002,
11659,4262,Deliver to customer,2024-11-26 00:15:25.199,Waiter-000002,
33557,4263,Take order,2024-11-07 19:45:00.000,Waiter-000001,
33558,4263,Review order,2024-11-07 19:46:07.695,Waiter-000003,
33559,4263,prepare drinks,2024-11-07 19:47:45.942,Barman-000002,
33560,4263,Bring drinks,2024-11-07 19:51:01.920,Barman-000001,
33561,4263,Review drinks,2024-11-07 19:53:07.125,Waiter-000005,
33562,4263,Prepare main course,2024-11-15 23:09:57.314,Cook-000002,
33563,4263,Signal food complete,2024-11-25 23:58:02.943,Cook-000003,
33564,4263,Bring food,2024-11-26 00:00:13.194,Cook helper-000001,
33565,4263,Deliver to customer,2024-11-26 00:03:48.985,Waiter-000004,
25892,4264,Take order,2024-11-07 20:00:00.000,Waiter-000001,
25893,4264,Review order,2024-11-07 20:08:43.739,Waiter-000002,
25894,4264,Prepare starter,2024-11-07 20:09:23.853,Cook helper-000003,
25895,4264,prepare drinks,2024-11-07 20:09:28.853,Barman-000003,
25896,4264,Bring drinks,2024-11-07 20:10:20.510,Barman-000002,
25897,4264,Review drinks,2024-11-07 20:18:39.065,Waiter-000002,
25898,4264,prepare drinks,2024-11-07 20:19:31.906,Barman-000003,
25899,4264,Bring drinks,2024-11-07 20:19:45.544,Barman-000002,
25900,4264,Review drinks,2024-11-07 20:26:33.540,Waiter-000003,
25901,4264,Signal food complete,2024-11-15 23:18:32.912,Cook-000002,
25902,4264,Bring food,2024-11-16 00:06:17.713,Cook helper-000003,
25903,4264,Deliver to customer,2024-11-16 00:12:47.376,Waiter-000003,
2161,4265,Take order,2024-11-07 20:15:00.000,Waiter-000003,
2162,4265,Review order,2024-11-07 20:15:39.907,Waiter-000005,
2163,4265,Prepare starter,2024-11-07 20:16:15.996,Cook helper-000003,
2164,4265,prepare drinks,2024-11-07 20:16:20.996,Barman-000001,
2165,4265,Bring drinks,2024-11-07 20:20:41.210,Barman-000003,
2166,4265,Review drinks,2024-11-07 20:21:38.238,Waiter-000004,
2167,4265,prepare drinks,2024-11-07 20:23:41.540,Barman-000001,
2168,4265,Bring drinks,2024-11-07 20:25:12.814,Barman-000003,
2169,4265,Review drinks,2024-11-07 20:32:58.173,Waiter-000002,
2170,4265,Prepare main course,2024-11-15 23:47:05.092,Cook-000001,
2171,4265,Signal food complete,2024-11-26 00:09:54.692,Cook-000001,
2172,4265,Bring food,2024-11-26 00:40:50.292,Cook helper-000002,
2173,4265,Deliver to customer,2024-11-26 00:42:07.772,Waiter-000004,
47911,4266,Take order,2024-11-07 20:30:00.000,Waiter-000005,
47912,4266,Review order,2024-11-07 20:30:01.538,Waiter-000001,
47913,4266,Prepare starter,2024-11-07 20:32:59.363,Cook helper-000002,
47914,4266,prepare drinks,2024-11-07 20:33:04.363,Barman-000001,
47915,4266,Bring drinks,2024-11-07 20:33:05.433,Barman-000002,
47916,4266,Review drinks,2024-11-07 20:40:38.092,Waiter-000003,
47917,4266,prepare drinks,2024-11-07 20:41:54.056,Barman-000003,
47918,4266,Bring drinks,2024-11-07 20:54:53.686,Barman-000001,
47919,4266,Review drinks,2024-11-07 20:56:14.255,Waiter-000003,
47920,4266,prepare drinks,2024-11-07 20:57:03.132,Barman-000001,
47921,4266,Bring drinks,2024-11-07 21:03:28.390,Barman-000003,
47922,4266,Review drinks,2024-11-07 21:05:23.214,Waiter-000002,
47923,4266,prepare drinks,2024-11-07 21:05:45.727,Barman-000001,
47924,4266,Bring drinks,2024-11-07 21:07:06.363,Barman-000003,
47925,4266,Review drinks,2024-11-07 21:23:22.981,Waiter-000001,
47926,4266,prepare drinks,2024-11-07 21:24:38.036,Barman-000002,
47927,4266,Bring drinks,2024-11-07 21:25:57.701,Barman-000001,
47928,4266,Review drinks,2024-11-07 21:29:16.890,Waiter-000003,
47929,4266,prepare drinks,2024-11-07 21:29:35.612,Barman-000003,
47930,4266,Bring drinks,2024-11-07 21:34:33.205,Barman-000001,
47931,4266,Review drinks,2024-11-07 21:41:44.889,Waiter-000001,
47932,4266,Prepare main course,2024-11-16 00:08:13.266,Cook-000001,
47933,4266,Signal food complete,2024-11-26 00:42:02.511,Cook-000003,
47934,4266,Bring food,2024-11-26 01:18:41.191,Cook helper-000003,
47935,4266,Deliver to customer,2024-11-26 01:22:02.042,Waiter-000003,
27443,4267,Take order,2024-11-07 20:45:00.000,Waiter-000005,
27444,4267,Review order,2024-11-07 20:48:49.666,Waiter-000001,
27445,4267,prepare drinks,2024-11-07 20:50:42.351,Barman-000001,
27446,4267,Bring drinks,2024-11-07 20:54:17.635,Barman-000002,
27447,4267,Review drinks,2024-11-07 20:55:36.514,Waiter-000002,
27448,4267,prepare drinks,2024-11-07 20:55:43.490,Barman-000003,
27449,4267,Bring drinks,2024-11-07 20:56:48.933,Barman-000002,
27450,4267,Review drinks,2024-11-07 20:57:19.060,Waiter-000004,
27451,4267,Prepare main course,2024-11-16 01:02:30.840,Cook-000001,
27452,4267,Signal food complete,2024-11-26 01:18:41.191,Cook-000003,
27453,4267,Bring food,2024-11-26 01:25:18.972,Cook helper-000002,
27454,4267,Deliver to customer,2024-11-26 01:30:13.641,Waiter-000005,
44569,4268,Take order,2024-11-07 21:00:00.000,Waiter-000005,
44570,4268,Review order,2024-11-07 21:00:46.408,Waiter-000001,
44571,4268,prepare drinks,2024-11-07 21:05:04.694,Barman-000002,
44572,4268,Bring drinks,2024-11-07 21:14:29.686,Barman-000001,
44573,4268,Review drinks,2024-11-07 21:16:44.601,Waiter-000002,
44574,4268,Prepare main course,2024-11-16 01:09:03.426,Cook-000001,
44575,4268,Signal food complete,2024-11-26 01:25:18.972,Cook-000003,
44576,4268,Bring food,2024-11-26 01:54:13.499,Cook helper-000003,
44577,4268,Deliver to customer,2024-11-26 01:58:08.709,Waiter-000003,
2103,4269,Take order,2024-11-07 21:15:00.000,Waiter-000005,
2104,4269,Review order,2024-11-07 21:15:05.968,Waiter-000001,
2105,4269,Prepare starter,2024-11-07 21:15:44.089,Cook helper-000001,
2106,4269,prepare drinks,2024-11-07 21:15:49.089,Barman-000002,
2107,4269,Bring drinks,2024-11-07 21:19:16.236,Barman-000001,
2108,4269,Review drinks,2024-11-07 21:21:47.115,Waiter-000005,
2109,4269,Prepare main course,2024-11-16 01:15:05.797,Cook-000001,
2110,4269,Signal food complete,2024-11-26 18:21:41.585,Cook-000003,
2111,4269,Bring food,2024-11-26 18:25:40.908,Cook helper-000002,
2112,4269,Deliver to customer,2024-11-26 18:26:08.677,Waiter-000004,
40549,4270,Order processing,2024-11-07 21:30:00.000,Waiter-000004,HOMONYMOUS(Take order)
40550,4270,Review order,2024-11-07 21:30:20.975,Waiter-000002,
40551,4270,prepare drinks,2024-11-07 21:31:51.314,Barman-000002,
40552,4270,Bring drinks,2024-11-07 21:38:18.098,Barman-000003,
40553,4270,Review drinks,2024-11-07 21:38:35.845,Waiter-000005,
40554,4270,Prepare main course,2024-11-16 01:16:39.558,Cook-000003,
40555,4270,Signal food complete,2024-11-26 18:59:11.241,Cook-000003,
40556,4270,Bring food,2024-11-26 19:29:47.130,Cook helper-000003,
40557,4270,Deliver to customer,2024-11-26 19:33:10.549,Waiter-000004,
44989,4271,Take order,2024-11-07 21:45:00.000,Waiter-000004,
44990,4271,Review order,2024-11-07 21:45:35.250,Waiter-000002,
44991,4271,prepare drinks,2024-11-07 21:46:27.556,Barman-000002,
44992,4271,Bring drinks,2024-11-07 21:50:46.695,Barman-000003,
44993,4271,Review drinks,2024-11-07 22:03:35.536,Waiter-000002,
44994,4271,prepare drinks,2024-11-07 22:04:28.078,Barman-000001,
44995,4271,Bring drinks,2024-11-07 22:08:07.200,Barman-000002,
44996,4271,Review drinks,2024-11-07 22:11:19.710,Waiter-000004,
44997,4271,Prepare main course,2024-11-16 01:21:03.349,Cook-000002,
44998,4271,Signal food complete,2024-11-26 01:43:55.236,Cook-000002,
44999,4271,Bring food,2024-11-26 20:11:29.676,Cook helper-000002,
45000,4271,Deliver to customer,2024-11-26 20:11:32.084,Waiter-000003,
4263,4272,Take order,2024-11-07 22:00:00.000,Waiter-000004,
4264,4272,Review order,2024-11-07 22:04:32.923,Waiter-000003,
4265,4272,prepare drinks,2024-11-07 22:04:54.523,Barman-000002,
4266,4272,Bring drinks,2024-11-07 22:05:17.044,Barman-000003,
4267,4272,Review drinks,2024-11-07 22:05:56.025,Waiter-000005,
4268,4272,Prepare main course,2024-11-16 01:38:56.581,Cook-000001,
4269,4272,Signal food complete,2024-11-26 18:34:33.410,Cook-000003,
4270,4272,Bring food,2024-11-26 18:59:11.241,Cook helper-000002,
4271,4272,Deliver to customer,2024-11-26 18:59:11.332,Waiter-000003,
13753,4273,Order processing,2024-11-07 22:15:00.000,Waiter-000003,HOMONYMOUS(Take order)
13754,4273,Order processing,2024-11-07 22:19:20.906,Waiter-000005,HOMONYMOUS(Review order)
13755,4273,prepare drinks,2024-11-07 22:19:57.282,Barman-000003,
13756,4273,Bring drinks,2024-11-07 22:24:08.374,Barman-000001,
13757,4273,Review drinks,2024-11-07 22:29:13.883,Waiter-000001,
13758,4273,Prepare food,2024-11-18 18:30:59.308,Cook-000003,HOMONYMOUS(Prepare main course)
13759,4273,Signal food complete,2024-11-26 19:29:47.130,Cook-000003,
13760,4273,Bring food,2024-11-26 19:39:10.351,Cook helper-000001,
13761,4273,Food delivery,2024-11-26 19:41:32.607,Waiter-000003,HOMONYMOUS(Deliver to customer)
32212,4274,Order processing,2024-11-07 22:30:00.000,Waiter-000003,HOMONYMOUS(Take order)
32213,4274,Order processing,2024-11-07 22:35:00.671,Waiter-000005,HOMONYMOUS(Review order)
32214,4274,Drink handling,2024-11-07 22:35:10.873,Barman-000002,HOMONYMOUS(prepare drinks)
32215,4274,Bring drinks,2024-11-07 22:35:28.114,Barman-000003,
32216,4274,Review drinks,2024-11-07 22:39:21.574,Waiter-000004,
32217,4274,Prepare main course,2024-11-18 18:37:02.772,Cook-000002,
32218,4274,Signal food complete,2024-11-26 20:30:14.321,Cook-000002,
32219,4274,Food delivery,2024-11-26 21:49:55.773,Cook helper-000002,HOMONYMOUS(Bring food)
32220,4274,Deliver to customer,2024-11-26 21:55:38.876,Waiter-000002,
16914,4275,Take order,2024-11-07 22:45:00.000,Waiter-000001,
16915,4275,Review order,2024-11-07 22:49:50.150,Waiter-000002,
16916,4275,prepare drinks,2024-11-07 22:50:56.972,Barman-000001,
16917,4275,Bring drinks,2024-11-07 22:58:42.106,Barman-000002,
16918,4275,Review drinks,2024-11-07 23:02:05.761,Waiter-000004,
16919,4275,Prepare main course,2024-11-18 18:46:25.836,Cook-000003,
16920,4275,Signal food complete,2024-11-26 20:10:12.249,Cook-000001,
16921,4275,Bring food,2024-11-26 21:02:53.422,Cook helper-000002,
16922,4275,Deliver to customer,2024-11-26 21:05:11.950,Waiter-000004,
12268,4276,Take order,2024-11-07 23:00:00.000,Waiter-000003,
12269,4276,Review order,2024-11-07 23:01:18.108,Waiter-000005,
12270,4276,prepare drinks,2024-11-07 23:01:46.715,Barman-000003,
12271,4276,Bring drinks,2024-11-07 23:08:37.142,Barman-000001,
12272,4276,Review drinks,2024-11-07 23:19:30.603,Waiter-000004,
12273,4276,Prepare main course,2024-11-18 19:16:22.014,Cook-000003,
12274,4276,Signal food complete,2024-11-26 20:21:13.470,Cook-000003,
12275,4276,Bring food,2024-11-26 20:41:11.705,Cook helper-000001,
12276,4276,Deliver to customer,2024-11-26 20:42:20.654,Waiter-000002,
48617,4277,Order processing,2024-11-07 23:15:00.000,Waiter-000002,HOMONYMOUS(Take order)
48618,4277,Review order,2024-11-07 23:16:36.040,Waiter-000003,
48619,4277,prepare drinks,2024-11-07 23:17:14.030,Barman-000002,
48620,4277,Bring drinks,2024-11-07 23:26:13.069,Barman-000003,
48621,4277,Review drinks,2024-11-07 23:27:28.791,Waiter-000003,
48622,4277,Prepare main course,2024-11-18 19:40:00.978,Cook-000003,
48623,4277,Signal food complete,2024-11-26 21:02:53.422,Cook-000001,
48624,4277,Food delivery,2024-11-26 21:03:07.190,Cook helper-000003,HOMONYMOUS(Bring food)
48625,4277,Food delivery,2024-11-26 21:10:12.919,Waiter-000005,HOMONYMOUS(Deliver to customer)
26511,4278,Take order,2024-11-07 23:30:00.000,Waiter-000001,
26512,4278,Review order,2024-11-07 23:31:35.513,Waiter-000005,
26513,4278,Prepare starter,2024-11-07 23:31:40.598,Cook helper-000001,
26514,4278,prepare drinks,2024-11-07 23:31:45.598,Barman-000001,
26515,4278,Bring drinks,2024-11-07 23:34:31.554,Barman-000002,
26516,4278,Review drinks,2024-11-07 23:35:08.316,Waiter-000004,
26517,4278,prepare drinks,2024-11-07 23:35:53.026,Barman-000003,
26518,4278,Bring drinks,2024-11-07 23:48:12.778,Barman-000001,
26519,4278,Review drinks,2024-11-07 23:50:10.100,Waiter-000004,
26520,4278,prepare drinks,2024-11-07 23:50:24.495,Barman-000003,
26521,4278,Bring drinks,2024-11-08 00:01:21.973,Barman-000001,
26522,4278,Review drinks,2024-11-08 00:04:04.940,Waiter-000003,
26523,4278,Prepare main course,2024-11-18 19:46:10.376,Cook-000002,
26524,4278,Signal food complete,2024-11-26 21:22:23.814,Cook-000003,
26525,4278,Bring food,2024-11-26 22:03:23.278,Cook helper-000002,
26526,4278,Deliver to customer,2024-11-26 22:10:20.172,Waiter-000005,
45212,4279,Take order,2024-11-07 23:45:00.000,Waiter-000003,
45213,4279,Review order,2024-11-07 23:46:04.855,Waiter-000001,
45214,4279,prepare drinks,2024-11-07 23:46:30.031,Barman-000001,
45215,4279,Bring drinks,2024-11-07 23:47:07.928,Barman-000002,
45216,4279,Review drinks,2024-11-08 00:10:54.357,Waiter-000005,
45217,4279,Prepare main course,2024-11-18 20:14:54.559,Cook-000003,
45218,4279,Signal food complete,2024-11-26 21:49:55.773,Cook-000002,
45219,4279,Bring food,2024-11-26 21:52:24.221,Cook helper-000003,
45220,4279,Deliver to customer,2024-11-26 21:55:59.134,Waiter-000004,
19019,4280,Take order,2024-11-08 00:00:00.000,Waiter-000002,
19020,4280,Review order,2024-11-08 00:07:56.309,Waiter-000001,
19021,4280,prepare drinks,2024-11-08 00:08:11.051,Barman-000003,
19022,4280,Bring drinks,2024-11-08 00:11:42.394,Barman-000001,
19023,4280,Review drinks,2024-11-08 00:14:27.610,Waiter-000004,
19024,4280,Prepare main course,2024-11-18 20:38:41.949,Cook-000003,
19025,4280,Signal food complete,2024-11-26 22:06:11.691,Cook-000002,
19026,4280,Bring food,2024-11-26 22:38:41.771,Cook helper-000001,
19027,4280,Deliver to customer,2024-11-26 22:52:33.122,Waiter-000005,
29515,4281,Take order,2024-11-08 00:15:00.000,Waiter-000003,
29516,4281,Review order,2024-11-08 00:15:30.877,Waiter-000002,
29517,4281,prepare drinks,2024-11-08 00:16:39.011,Barman-000002,
29518,4281,Bring drinks,2024-11-08 00:25:11.917,Barman-000003,
29519,4281,Review drinks,2024-11-08 00:26:03.593,Waiter-000005,
29520,4281,prepare drinks,2024-11-08 00:28:18.211,Barman-000001,
29521,4281,Bring drinks,2024-11-08 00:30:24.064,Barman-000002,
29522,4281,Review drinks,2024-11-08 00:32:41.679,Waiter-000003,
29523,4281,Prepare main course,2024-11-18 20:53:19.320,Cook-000001,
29524,4281,Signal food complete,2024-11-26 22:11:35.365,Cook-000001,
29525,4281,Bring food,2024-11-26 22:48:41.980,Cook helper-000002,
29526,4281,Deliver to customer,2024-11-26 23:05:46.001,Waiter-000005,
43796,4282,Take order,2024-11-08 00:30:00.000,Waiter-000004,
43797,4282,Review order,2024-11-08 00:33:00.189,Waiter-000002,
43798,4282,prepare drinks,2024-11-08 00:33:35.728,Barman-000003,
43799,4282,Drink handling,2024-11-08 00:41:34.896,Barman-000001,HOMONYMOUS(Bring drinks)
43800,4282,Review drinks,2024-11-08 00:45:39.568,Waiter-000005,
43801,4282,prepare drinks,2024-11-08 00:47:18.839,Barman-000003,
43802,4282,Bring drinks,2024-11-08 00:53:41.767,Barman-000002,
43803,4282,Review drinks,2024-11-08 00:57:16.723,Waiter-000002,
43804,4282,prepare drinks,2024-11-08 00:57:49.073,Barman-000002,
43805,4282,Bring drinks,2024-11-08 01:02:04.740,Barman-000002,
43806,4282,Review drinks,2024-11-08 01:02:42.261,Waiter-000004,
43807,4282,Prepare main course,2024-11-18 20:56:44.047,Cook-000003,
43808,4282,Signal food complete,2024-11-26 22:48:41.980,Cook-000001,
43809,4282,Bring food,2024-11-26 22:52:33.122,Cook helper-000001,
43810,4282,Deliver to customer,2024-11-26 22:58:54.754,Waiter-000003,
4677,4283,Take order,2024-11-08 00:45:00.000,Waiter-000001,
4678,4283,Order processing,2024-11-08 00:46:37.471,Waiter-000003,HOMONYMOUS(Review order)
4679,4283,Prepare food,2024-11-08 00:47:09.731,Cook helper-000002,HOMONYMOUS(Prepare starter)
4680,4283,prepare drinks,2024-11-08 00:47:14.731,Barman-000002,
4681,4283,Bring drinks,2024-11-08 00:52:04.870,Barman-000001,
4682,4283,Review drinks,2024-11-08 00:57:26.064,Waiter-000001,
4683,4283,prepare drinks,2024-11-08 00:57:35.055,Barman-000003,
4684,4283,Bring drinks,2024-11-08 01:07:51.282,Barman-000001,
4685,4283,Review drinks,2024-11-08 01:12:36.455,Waiter-000003,
4686,4283,prepare drinks,2024-11-08 01:13:24.027,Barman-000003,
4687,4283,Bring drinks,2024-11-08 01:16:05.278,Barman-000001,
4688,4283,Review drinks,2024-11-08 01:17:47.578,Waiter-000002,
4689,4283,Prepare main course,2024-11-18 21:00:04.063,Cook-000001,
4690,4283,Signal food complete,2024-11-26 22:49:50.797,Cook-000001,
4691,4283,Bring food,2024-11-26 23:59:15.097,Cook helper-000002,
4692,4283,Food delivery,2024-11-27 00:00:36.489,Waiter-000005,HOMONYMOUS(Deliver to customer)
12400,4284,Take order,2024-11-08 01:00:00.000,Waiter-000003,
12401,4284,Review order,2024-11-08 01:00:46.353,Waiter-000005,
12402,4284,Prepare starter,2024-11-08 01:01:11.180,Cook helper-000003,
12403,4284,prepare drinks,2024-11-08 01:01:16.180,Barman-000001,
12404,4284,Bring drinks,2024-11-08 01:06:36.957,Barman-000002,
12405,4284,Review drinks,2024-11-08 01:13:43.688,Waiter-000005,
12406,4284,prepare drinks,2024-11-08 01:18:20.212,Barman-000003,
12407,4284,Bring drinks,2024-11-08 01:23:44.102,Barman-000001,
12408,4284,Review drinks,2024-11-08 01:25:33.382,Waiter-000003,
12409,4284,prepare drinks,2024-11-08 01:28:13.749,Barman-000001,
12410,4284,Bring drinks,2024-11-08 01:30:59.182,Barman-000001,
12411,4284,Review drinks,2024-11-08 01:34:16.523,Waiter-000003,
12412,4284,Prepare main course,2024-11-18 21:16:55.419,Cook-000001,
12413,4284,Signal food complete,2024-11-26 23:38:13.167,Cook-000003,
12414,4284,Bring food,2024-11-26 23:43:18.596,Cook helper-000001,
12415,4284,Deliver to customer,2024-11-26 23:55:41.673,Waiter-000002,
29527,4285,Take order,2024-11-08 01:15:00.000,Waiter-000004,
29528,4285,Review order,2024-11-08 01:17:46.972,Waiter-000001,
29529,4285,prepare drinks,2024-11-08 01:17:53.875,Barman-000002,
29530,4285,Bring drinks,2024-11-08 01:26:33.469,Barman-000003,
29531,4285,Review drinks,2024-11-08 01:27:06.862,Waiter-000004,
29532,4285,prepare drinks,2024-11-08 01:28:37.437,Barman-000002,
29533,4285,Bring drinks,2024-11-08 01:45:53.433,Barman-000003,
29534,4285,Review drinks,2024-11-08 01:53:50.687,Waiter-000004,
29535,4285,Prepare main course,2024-11-18 21:44:02.017,Cook-000003,
29536,4285,Signal food complete,2024-11-27 00:11:25.978,Cook-000001,
29537,4285,Bring food,2024-11-27 01:15:17.496,Cook helper-000001,
29538,4285,Deliver to customer,2024-11-27 01:16:55.889,Waiter-000003,
16210,4286,Take order,2024-11-08 01:30:00.000,Waiter-000005,
16211,4286,Review order,2024-11-08 01:30:16.737,Waiter-000002,
16212,4286,Prepare starter,2024-11-08 01:30:19.146,Cook helper-000001,
16213,4286,prepare drinks,2024-11-08 01:30:24.146,Barman-000003,
16214,4286,Bring drinks,2024-11-08 01:35:54.768,Barman-000001,
16215,4286,Review drinks,2024-11-08 01:41:42.624,Waiter-000004,
16216,4286,Prepare main course,2024-11-18 21:51:34.434,Cook-000001,
16217,4286,Signal food complete,2024-11-26 23:43:36.834,Cook-000002,
16218,4286,Bring food,2024-11-27 18:07:02.817,Cook helper-000001,
16219,4286,Deliver to customer,2024-11-27 18:11:28.422,Waiter-000004,
13184,4287,Take order,2024-11-08 01:45:00.000,Waiter-000001,
13185,4287,Review order,2024-11-08 01:47:26.257,Waiter-000002,
13186,4287,prepare drinks,2024-11-08 01:48:27.848,Barman-000001,
13187,4287,Bring drinks,2024-11-08 01:54:14.206,Barman-000002,
13188,4287,Review drinks,2024-11-08 01:55:19.914,Waiter-000005,
13189,4287,prepare drinks,2024-11-08 01:55:35.025,Barman-000003,
13190,4287,Bring drinks,2024-11-08 01:59:00.072,Barman-000001,
13191,4287,Review drinks,2024-11-08 18:01:46.533,Waiter-000003,
13192,4287,Prepare main course,2024-11-18 22:41:37.073,Cook-000002,
13193,4287,Signal food complete,2024-11-27 01:11:13.925,Cook-000003,
13194,4287,Bring food,2024-11-27 01:28:06.906,Cook helper-000002,
13195,4287,Deliver to customer,2024-11-27 01:31:38.962,Waiter-000004,
47889,4288,Take order,2024-11-08 18:00:00.000,Waiter-000001,
47890,4288,Review order,2024-11-08 18:00:18.714,Waiter-000002,
47891,4288,Prepare starter,2024-11-08 18:00:42.597,Cook helper-000001,
47892,4288,prepare drinks,2024-11-08 18:00:47.597,Barman-000002,
47893,4288,Bring drinks,2024-11-08 18:04:59.739,Barman-000003,
47894,4288,Review drinks,2024-11-08 18:05:07.483,Waiter-000005,
47895,4288,prepare drinks,2024-11-08 18:05:49.286,Barman-000001,
47896,4288,Bring drinks,2024-11-08 18:16:39.625,Barman-000002,
47897,4288,Review drinks,2024-11-08 18:18:31.516,Waiter-000005,
47898,4288,Prepare main course,2024-11-18 23:15:02.805,Cook-000002,
47899,4288,Signal food complete,2024-11-27 01:47:32.643,Cook-000003,
47900,4288,Bring food,2024-11-27 18:07:17.660,Cook helper-000002,
47901,4288,Deliver to customer,2024-11-27 18:10:16.889,Waiter-000001,
30132,4289,Order processing,2024-11-08 18:15:00.000,Waiter-000001,HOMONYMOUS(Take order)
30133,4289,Review order,2024-11-08 18:16:48.840,Waiter-000002,
30134,4289,Drink handling,2024-11-08 18:18:01.286,Barman-000003,HOMONYMOUS(prepare drinks)
30135,4289,Bring drinks,2024-11-08 18:23:31.261,Barman-000001,
30136,4289,Review drinks,2024-11-08 18:26:30.821,Waiter-000004,
30137,4289,prepare drinks,2024-11-08 18:26:57.123,Barman-000002,
30138,4289,Drink handling,2024-11-08 18:28:45.275,Barman-000003,HOMONYMOUS(Bring drinks)
30139,4289,Review drinks,2024-11-08 18:30:03.333,Waiter-000002,
30140,4289,Prepare main course,2024-11-18 23:57:24.511,Cook-000002,
30141,4289,Signal food complete,2024-11-27 18:07:02.817,Cook-000002,
30142,4289,Bring food,2024-11-27 18:21:18.277,Cook helper-000003,
30143,4289,Deliver to customer,2024-11-27 18:21:47.902,Waiter-000001,
56339,4290,Take order,2024-11-08 18:30:00.000,Waiter-000001,
56340,4290,Review order,2024-11-08 18:30:55.181,Waiter-000005,
56341,4290,prepare drinks,2024-11-08 18:31:25.658,Barman-000001,
56342,4290,Bring drinks,2024-11-08 18:31:48.554,Barman-000002,
56343,4290,Review drinks,2024-11-08 18:32:38.907,Waiter-000003,
56344,4290,Prepare main course,2024-11-19 00:05:15.131,Cook-000002,
